Country,date,Air-craft type,registration name/mark,operator,fatilites,location,category
USA,10-Jan-2018,Fairchild SA227-AT Merlin IVC,N561UP,Ameriflight,0,Rock Springs...,A2
India,28-Jul-1963,DH-106 Comet 4C,SU-ALD,UAA,63,near Bombay Airpo...,A1
India,22-Feb-1945,Douglas C-53 Skytrooper (DC-3),41-20086,USAAF,,Agra,A1
United Kingdom,27-Jul-1998,Consolidated PBY-5A Catalina,VP-BPS,Plane Sailing,2,Southampton,A1
Namibia,07-Sep-1984,Fairchild F-27,ZS-LPI,Wonderair,0,Omega Air Fo...,A1
Philippines,06-Jun-1965,Douglas DC-6B,PI-C950,Filipinas Orient Airways,0,Cebu Airport...,A1
Angola,25-Feb-2014,Embraer EMB-120RT Brasilia,D2-FFZ,Guicango,0,near Lukapa Airpo...,A2
Myanmar,25-Feb-1944,Douglas C-47A (DC-3),43-30645,USAAF,,Hukawng Valley,A1
USA,24-May-1950,Lockheed P2V-2 Neptune,39334,US Navy,0,near Cape Flatter...,C1
Russia,27-Nov-1996,Ilyushin Il-76MD,RA-78804,Russian AF,23,near Abakan Airpo...,A1
USA,22-Dec-1996,DC-8-63F,N827AX,Airborne Express,6,"near Narrows, VA",A1
Myanmar,18-Feb-1944,Douglas C-47A (DC-3),42-100693,USAAF,6,Fort Hertz,A1
Yemen,07-May-1957,Vickers Valetta C.1,VW184,RAF,0,near Shihr,A1
USA,03-May-1954,Lockheed P2V-6 Neptune,126516,US Navy,,near Sinking Spri...,A1
Argentina,30-Nov-1978,Morane Saulnier (FMA) MS.760 Paris,E-238,Argentine AF,1,"Jocoli, MD",A1
China,20-Jul-2016,Cessna 208B Grand Caravan EX,B-10FW,Joy General Aviation,5,near Jinshan City...,A1
USA,14-Jul-2002,Cessna 208B Grand Caravan,N1032G,Sunrise Airlines,0,Phoenix-Deer...,O2
Russia,06-Dec-1961,Lisunov Li-2,CCCP-84574,"Aeroflot, Yakutsk",0,near Yakutsk Airp...,A1
Iraq,07-Jul-2015,Lockheed C-130H Hercules,79-0478,USAF,0,Baghdad Inte...,A1
Germany,24-Jun-2002,Boeing 717-2K9,SX-BOA,Olympic Aviation,0,Stuttgart-Ec...,A2
Myanmar,25-Apr-1944,Douglas C-47A (DC-3),42-100458,USAAF,,near Tingpai,A1
USA,23-Jan-2001,Douglas C-47A (DC-3),N19454,Majestic Air Cargo,2,"Eider Point, AK",A1
USA,12-Jul-1930,Curtiss Condor 18,NC.....,Curtiss,,Valley Strea...,A1
Puerto Rico,10-Sep-1969,DC-8,,Eastern Air Lines,0,San Juan-Isl...,H2
USA,07-Jul-1985,Douglas C-118A (DC-6),N2878F,Northern Pacific Transport,0,Egegik Airpo...,A1
USA,31-Jul-1998,Douglas DC-3C,N305SF,Majestic Air Cargo,0,Anchorage In...,A2
Guatemala,07-May-1935,Ford 4-AT-.  Tri-Motor,,private,1,Lake Izabal,A1
Iran,04-Dec-1984,Airbus A300C4-620,9K-AHG,Kuwait Airways,2,Tehran-Mehra...,H2
Canada,14-May-1976,DHC-3 Otter,CF-PNV,La Ronge Aviation Services,0,"Lynn Lake, MB",A1
Australia,08-Apr-1943,Consolidated PBY-5A Catalina,A24-41,RAAF,10,Gulf of Carp...,A1
France,25-May-2000,DC-9-83 (MD-83),F-GHED,Air Liberté,0,Paris-Charle...,A2
Ukraine,08-May-1955,Lisunov Li-2,CCCP-L4098,"Aeroflot, Ukraine",4,near Dnepropetrov...,A1
Yemen,17-Mar-1982,Airbus A300B4-203,F-BVGK,Air France,0,Sana'a Inter...,A1
Russia,06-May-1984,Antonov An-2M,CCCP-05918,"Aeroflot, Central Region",,near Staroye Zhoo...,A1
Canada,24-Mar-1949,Fairchild C-82A Packet,45-57798,USAF,0,near Resolute Bay...,A2
USA,23-Feb-1930,Fokker F.10A,NC279E,Western Air Express,3,near San Bernardi...,A1
Bahamas,22-Nov-1966,DH-125-1A/522,N235KC,Kellogg,1,near Pinder Point,A1
Canada,22-Nov-2008,Beech A100 King Air,C-FSNA,SkyNorth Air,0,near Gods Lake Na...,A1
United Kingdom,04-Oct-2016,Boeing 737-4Q8 (SF),OE-IAG,ASL Airlines Belgium,0,Belfast Inte...,A2
Sweden,23-Dec-1967,Douglas DC-6B,OY-EAN,Sterling Airways,0,Göteborg-Tor...,A1
Myanmar,08-Nov-1944,Douglas Dakota III (DC-3),FD924,RAF,,near Mawlaik,A1
Germany,11-Dec-1948,Douglas R5D-3 (DC-4),56502,US Navy,1,near Königstein i...,A1
Turkey,09-Mar-1952,Douglas C-47A (DC-3),6053,Turkish AF,,,U1
Bulgaria,20-Oct-1941,Junkers Ju-52/3m,D-AUXZ,Deutsche Lufthansa,13,"Gabrene, Pet...",A1
Uganda,29-Mar-1951,Vickers Valetta C.1,VW187,RAF,0,Entebbe Airp...,A1
Burundi,,,,,,,
USA,14-Jul-1949,Fairchild EC-82A Packet,44-23014,USAF,1,Dayton-Wrigh...,A1
Ethiopia,22-Oct-1995,DHC-6 Twin Otter 300,ET-AIO,Ethiopian Airlines,0,Bole,A1
Greece,04-Dec-2018,Airbus A320-214,SX-EMY,Ellinair,0,Athens-Eleft...,A2
Puerto Rico,30-May-1998,Convair CV-240-17,N87949,Trans Florida Airlines,0,Aguadilla-Bo...,A1
Vietnam,29-Dec-1967,Lockheed C-130E-I Hercules,64-0547,USAF,11,near Dien Bien Phu,A1
Colombia,16-Jul-1978,Douglas C-47 (DC-3),FAC-680,Colombian AF,8,Cerro Kennedy,A1
Myanmar,12-Jan-1945,Douglas C-47B (DC-3),43-49121,USAAF,,unknown,C1
Venezuela,06-Apr-1972,Curtiss C-46F,YV-C-EVF,AVENSA,2,near San Fernando,A1
France,22-Apr-1945,Douglas C-47A (DC-3),42-100804,USAAF,,Voisins,A1
USA,29-May-1937,Ford 4-AT-B Tri-Motor,NC8404,Private,0,"Belleville, IL",A1
Malaysia,04-Sep-1991,Grumman American G-1159 Gulfstream,N204C,"Du Pont de Numours and Co., op.for Conoco",12,near Kota Kinabalu,A1
Ukraine,14-Jun-2018,MD-83,UR-CPR,Bravo Airways,0,Kiev-Igor Si...,A1
United Kingdom,19-Nov-1936,Fokker F.XII,G-AEOT,British Airways,2,"Pound Hill, ...",A1
Mexico,03-Jul-1955,Ford 5-AT-D Tri-Motor,XA-FON,Servicios Aéreos de Chiapas,0,near San Andrés T...,A1
France,26-Apr-1955,Vickers Varsity T.1,WF426,RAF,1+ 4,Onnaing,A1
United Kingdom,06-Jun-1944,Douglas C-47A (DC-3),43-15186,USAAF,,Middle Wallo...,A1
Cameroon,30-Jul-2019,Antonov An-72P,32,Equatorial Guinea AF,0,near Grand Batanga,A1
Syria,21-Dec-1952,Douglas DC-3,YK-AAF,Syrian Airways,9,near En Nebk,A1
Bangladesh,02-Dec-1970,Canadair CL-44J,TF-LLG,Cargolux,4+ 3,near Dhaka-Tejgao...,A1
Canada,15-Jul-2021,DHC-3T Vazar Turbine Otter,C-GUTW,Harbour Air,0,Ganges Harbo...,A2
Brazil,11-Apr-1987,Boeing 707-330C,PT-TCO,Transbrasil,0,Manaus-Eduar...,A1
India,02-Nov-1943,Douglas C-47A (DC-3),42-24360,USAAF,3,near Walong,A1
India,15-Feb-1946,Short S.25 Sunderland 3,G-AGET,BOAC,1,Calcutta,O1
France,04-Sep-1983,Beech 99,F-BUYG,TAT,0,Tours-St Sym...,A1
Venezuela,05-Dec-2020,BAe-125-800A,N484AR,private,,Jesús María ...,A1
Nepal,28-Sep-2012,Dornier 228-202,9N-AHA,Sita Air,19,near Kathmandu-Tr...,A1
El Salvador,02-Feb-1980,Lockheed L-188AF Electra,YS-07C,TACA,0,San Salvador,O1
Libya,26-Feb-1958,Vickers 657 Viking 1,G-AGRT,Eagle Aviation,,El Adem RAF ...,O1
Mozambique,23-Feb-1944,Lockheed 14-H2 Super Electra,CR-AAV,DETA,13,Quelimane Ai...,A1
Switzerland,01-Jun-2007,Gulfstream G-V,HB-IMJ,G5 Executive,0,Zürich-Klote...,A2
Indonesia,13-Sep-2016,Boeing 737-347 (SF),PK-YSY,Trigana Air Service,0,Wamena Airpo...,A1
USA,12-Apr-1961,Douglas DC-3S,N541S,US Steel,0,Bluefield-Me...,A1
Georgia,17-Nov-1975,Antonov An-24RV,CCCP-46467,"Aeroflot, North Kavkaz",38,near Gali,A1
Brazil,18-Apr-1956,PB2B-1 Canso A (PBY-5A),PP-PDB,Panair do Brasil,3,"Parintins, AM",A1
Myanmar,05-Jun-1945,Douglas Dakota III (DC-3),KG715,RAF,4,near Kyaukpyu,A1
Zimbabwe,18-Dec-1980,Douglas C-47A (DC-3),3711,Zimbabwe AF,,near Marandellas,U1
Canada,19-Mar-1956,Fairchild C-119G Flying Boxcar,22124,RCAF,0,Montreal-Dor...,O1
Zimbabwe,27-Mar-2017,BN-2A-3 Islander,C9-AOV,ETA Air Charter,6,near Mutare Airpo...,A1
Vietnam,11-Mar-1968,Douglas EC-47P,44-77016,USAF,0,Ben Het Spec...,C1
Peru,18-Mar-1983,Douglas C-47E (DC-3),FAP-356,Peruvian AF,5,Arequipa Air...,A1
Russia,16-Aug-1973,Antonov An-2V,CCCP-41373,"Aeroflot, Krasnoyarsk",0,Kotui River,A1
USA,13-May-2013,Learjet 35A,N22MS,Evergreen International Aviation,0,McMinnville ...,A1
Egypt,24-Feb-2009,Lockheed C-130H Hercules,SU-BAC/1272,Egyptian AF,0,unknown,A1
Nepal,15-May-1956,Douglas C-47A (DC-3),VT-DBA,Indian Airlines,14+ 1,Kathmandu-Tr...,A1
Indonesia,16-Oct-1964,Antonov An-12B,T-1202,Indonesian AF,13,near Palembang,A1
Netherlands,19-Sep-1944,Douglas C-47A (DC-3),42-100753,USAAF,,on Arnhem op...,A1
United Kingdom,05-Apr-1946,Douglas C-47A (DC-3),42-100740,USAAF,,Lee-On-Solent,A1
Russia,11-Jul-1986,Antonov An-2R,CCCP-70124,"Aeroflot, Yakutsk",,,A1
Japan,27-Dec-1951,Douglas C-47B (DC-3),43-49413,USAF,4,Fukuoka-Itaz...,A1
France,21-Nov-1994,Dassault Falcon 10,TC-ATI,Top Air,0,Paris-Le Bou...,A1
Chile,15-Jun-1961,OA-10A Canso A (PBY-5A),560,Chilean AF,6,Lago Peñuelas,A1
India,12-Jun-1975,Boeing 747-128,N28888,Air France,0,Bombay-Santa...,A1
Sri Lanka,15-Jan-1963,Douglas DC-6A,G-APON,Cunard Eagle Airways,0,Colombo-Katu...,A2
Indonesia,21-Jul-2005,IPTN/CASA CN-235M-10,A-2301,Indonesian AF,3,Lhokseumawe-...,A1
Mongolia,23-Apr-1993,Antonov An-26,BNMAU-14102,MIAT,32,within Zavkhan Prov...,A1
Romania,24-Jul-1940,Lockheed 14-H2 Super Electra,SP-BPK,LOT,,Bucharest-Ba...,A1
Iran,10-Sep-1958,Martin PBM-5A Mariner,P-303,Dutch Navy,10,Abadan Airpo...,A1
USA,02-Oct-1964,Steward-Davis Super Catalina (PBY-5,N4936V,Alaska Coastal-Ellis Airlines,1,"Otter Lake, ...",A1
Netherlands,17-Sep-1944,Douglas C-47A (DC-3),42-100965,USAAF,0,near Hoeven,A1
Guatemala,07-Aug-2019,HS-125/BAe-125,,Unknown,0,"Las Pilas, C...",C1
Kazakhstan,27-Dec-2019,Fokker 100,UP-F1007,Bek Air,12,near Almaty Airpo...,A1
Puerto Rico,06-Oct-2013,BN-2A-8 Islander,N909GD,Air Flamenco,1,near Cayo Luis Peña,A1
Venezuela,27-Nov-1956,Lockheed L-749-79 Constellation,YV-C-AMA,LAV,25,near Caracas Airp...,A1
Kenya,17-Apr-2002,Let L-410UVP-E9,5Y-UAS,United Airlines,0,Mara Ngerend...,A1
Norway,22-May-1942,Junkers Ju-52/3mg4e,7U+IK,German AF,5,"Fugloy, Gild...",A1
Mexico,15-Feb-1983,DHC-7-102,,Rio Airways,0,Nuevo Laredo...,H2
South Africa,14-Jul-1982,Swearingen SA226-AT Merlin IV,ZS-JLZ,"South African AF, lsf South African Police",8,near Waterkloof A...,A1
France,04-Jan-1971,SE-210 Caravelle III,F-BNKI,Air Inter,0,Paris-Orly A...,O1
Nepal,27-May-2017,Let L-410UVP-E20,9N-AKY,Summit Air,2,Lukla-Tenzin...,A1
Botswana,11-Oct-1999,ATR 42-320,A2-AJD,Air Botswana,0,Gaborone-Sir...,O1
Uruguay,02-Dec-1990,Rockwell 1121 Jet Commander,N2WU,Fair Sky Corp.,,Punta Del Es...,A1
Canada,24-Jan-1947,Douglas R4D-5 (DC-3),39079,US Navy,0,"near Dartmouth, NS",A1
Bulgaria,23-Nov-1937,Douglas DC-2-115D,SP-ASJ,LOT,6,Pirin Mountains,A1
USA,06-Feb-1983,Cessna 550 Citation II,N222WL,Weatherford Services.,0,Houston-Will...,A1
Indonesia,29-Dec-1941,Douglas DC-3-194B,PK-ALN,KNILM,0,Medan-Poloni...,C1
USA,27-Apr-2012,Cessna 560XL Citation XLS,N101PG,Pape Group Inc,0,Eugene Airpo...,A2
China,05-Dec-1948,Curtiss C-46,XT-538,Central Air Transport,9,Kiangwan,A1
India,31-Jan-1945,Douglas Dakota III (DC-3),KG757,RAF,,Imphal/Tulih...,A1
USA,01-Jun-2011,Eclipse 500,N168TT,Private,0,Nome Airport...,A1
Libya,25-Aug-2011,Airbus A300B4-620,5A-IAY,Afriqiyah Airways,0,Tripoli Inte...,C1
Japan,21-Jun-1995,Boeing 747SR-81,JA8146,All Nippon,0,Hakodate Air...,H2
Indonesia,29-Sep-1999,Antonov An-12,LZ-SFJ,"Air Sofia, op.for Mandala Airlines",0,Pekanbaru-Si...,A1
Suriname,12-Oct-1943,Douglas R4D-1 (DC-3),3134,US Navy,6,Paramaribo-Z...,A1
USA,08-Nov-2002,IAI 1124A Westwind II,N61RS,Richmor Aviation,2,"near Taos, NM",A1
USA,27-Sep-1968,Douglas DC-7CF,N7466,Universal Airlines,0,near Cherry Point...,A1
Germany,04-Jul-2014,Airbus A320-232,LZ-MDB,Air VIA,0,Leipzig Airp...,A2
Laos,03-Jun-1966,Douglas AC-47D,43-48925,USAF,6,near Ban Phakat,A1
United Kingdom,27-Jul-1944,PBV-1A Canso A (PBY-5A),11062,RCAF,7,Foula Island...,A1
Ukraine,26-Sep-1991,Antonov An-26,,Soviet AF,1,near Kiev-Borispo...,A1
Italy,15-Aug-2018,Boeing 777-367ER,B-KPY,Cathay Pacific,0,Roma-Fiumici...,A2
Congo (former Zaire),08-May-2003,Ilyushin Il-76MD,UR-UCB,"Ukrainian Cargo Airways, op.for D.R. Congo AF",7,near Kinshasa,A1
USA,14-Feb-1971,Douglas C-47 (DC-3),N14273,Patterson McCarthy Leasing,0,"near Shawnee, OK",A1
Japan,24-Oct-1961,Grumman UF-1 Albatross,,US Navy,6,near Izu,A1
USA,05-Jun-1995,Lockheed L-100-30 Hercules,N906SJ,Southern Air Transport,0,Nixon Fork M...,A2
Canada,24-Apr-2019,Beech B200 Super King Air,C-FRMV,Keewatin Air,0,Gillam Airpo...,A1
USA,12-Jan-1945,Douglas C-47A (DC-3),43-15747,USAAF,,"Midland AAF,...",A1
China,19-Jun-1963,Lockheed RB-69A Neptune,54-4041,Republic of China AF,14,"Linchuan, Ji...",C1
Bangladesh,31-Dec-1944,Douglas Dakota IV (DC-3),KJ958,RAF,,Comilla Airp...,A1
India,22-Oct-1952,Douglas C-47A (DC-3),AP-AAZ,Orient Airways,1,Jamshedpur,A1
USA,10-Jul-1983,Curtiss C-46A,N92853,Nenana Fuel Company,0,Tobin Creek ...,A1
USA,09-Jul-1966,Martin 4-0-4,N40446,Piedmont Airlines,0,Roanoke Muni...,A1
Ukraine,11-Aug-1979,Tupolev Tu-134A,CCCP-65735,"Aeroflot, Belarus",84,near Kurilovka,A1
India,06-Mar-2009,National Aerospace Laboratories (NA,VT-XRM,National Aerospace Laboratories,3,near Bidadi,A1
Belize,13-Jul-2019,Beech B200 Super King Air,,Unknown,0,Graham Creek...,C1
Greenland,04-Mar-2011,DHC-8-106,TF-JMB,Flugfélag Íslands - Air Iceland,0,Nuuk Airport...,A1
Laos,13-Feb-1954,Douglas C-47A (DC-3),F-OAHY,Air Outre-Mer,,Muong Sai Ai...,C1
Congo (former Zaire),26-May-2009,Antonov An-26,9Q-CSA,Services Air,3,near Isiro-Matari...,A1
India,24-Dec-1996,HAL-748,H-1032,Indian AF,22,Dubagunta,A1
Russia,??-???-1990,Antonov An-2P,CCCP-07308,"Aeroflot, Krasnoyarsk",5,,A1
China,23-Nov-1999,DHC-8-301,,Zhejiang Airlines,0,Xiamen Airpo...,H2
Italy,13-Feb-1941,Junkers Ju-52/3m,,German AF,3,near Perugia,A1
Russia,31-Mar-2015,Antonov An-2T,RF-00388,DOSAAF,0,Makhachkala ...,O1
Congo (former Zaire),24-Dec-1947,Lockheed C-60A Lodestar,OO-CAR,Sabena,5,near Mitwaba,A1
Venezuela,29-May-1943,Lockheed 14-H2 Super Electra,YV-ADO,LAV,,Caracas-Maiq...,A1
USA,25-Jun-1961,Consolidated PBY-6A Catalina,N6986C,Routh Aircraft,2,"Winslow, AZ",A1
Cameroon,03-May-1963,Douglas DC-6B,F-BIAO,Air Afrique,55,Mt. Cameroon,A1
Myanmar,23-Oct-1944,Douglas C-47A (DC-3),43-15851,USAAF,4,Tiddim,A1
United Kingdom,17-Jul-1980,Vickers 708 Viscount,G-ARBY,Alidair,0,Ottery St. Mary,A1
Colombia,07-Aug-1983,Hawker Siddeley HS-748,FAC-1104,SATENA,0,Pasto-Cano A...,A1
Bangladesh,23-Mar-1945,Douglas C-47A (DC-3),43-15900,USAAF,,Dohazari Air...,A1
Canada,22-Mar-2000,IAI 1125 Astra SPX,C-FRJZ,Jetport,0,Fox Harbour ...,A2
India,25-Aug-1943,Douglas C-47 (DC-3),41-18543,USAAF,3,near Calcutta,A1
Turkey,14-Nov-1988,Transall C-160D,69-030,Turkish AF,0,Kayseri-Erki...,O1
India,22-Jul-1945,Curtiss C-46A,42-96761,USAAF,,Sookerating,A1
USA,08-May-2008,ATR 42-320,N905FX,FedEx,0,Greensboro/H...,O1
USA,16-Oct-1980,Fairchild UC-123K Provider,57-6291,USAF,5,Fort Sill-He...,A1
USA,07-Dec-1941,Consolidated PBY-5 Catalina,2423,US Navy,,Ford Island ...,C1
Sweden,09-Apr-1947,Fokker F.XII,SE-ACZ,Svensk Flygtjänst,0,Stockholm-Br...,A1
New Zealand,13-May-1945,Lockheed 18 Lodestar,ZK-AHU,Union Airways,0,Auckland-Man...,A1
Jamaica,17-Jul-1960,Vickers Viscount,CU-T623?,Cubana,0,Kingston-Pal...,H2
South Africa,28-Mar-1941,Lockheed 18 Lodestar,ZS-AST,South African Airways,10,"Elands Bay, ...",A1
Laos,27-Dec-1971,Fairchild C-123K Provider,293,Air America,4,near Luang Prabang,C1
Laos,03-Oct-1965,Fairchild C-123B Provider,N5003X,Air America,1,Long Tieng,A1
USA,04-Dec-2003,Beech B200 Super King Air,N85BK,Southeastern Air Charter,2,near Atlanta-Newn...,A1
France,30-Oct-1992,Morane Saulnier MS.760 Paris I,46,French Navy,0,Istres,A1
Australia,22-Aug-2003,Cessna F406 Caravan II,ZK-VAF,Vincent Aviation,0,Darwin Airpo...,A2
Argentina,07-Nov-1968,Douglas DC-6A/B,TC-55,Argentine AF,0,near Mar Del Plat...,A1
Ukraine,02-Aug-1941,Lisunov PS-84,CCCP-L3431,"Aeroflot, MAGON",0,near Uman,C1
Bulgaria,21-Jan-1991,Tupolev Tu-154,,Aeroflot,0,Bourgas Airp...,H2
USA,13-Sep-1968,Rockwell 1121 Jet Commander,N148E,Eversharp,2+ 1,near Hollywood-Bu...,A1
India,09-Dec-1971,HAL-748,VT-DXG,Indian Airlines,21,near Cumbum,A1
India,14-Dec-1943,Curtiss C-46A,41-24642,USAAF,,near Ledo,A1
USA,20-Mar-1969,Douglas DC-3-216,N142D,"Avion Airways, op.for private",16,New Orleans ...,A1
Myanmar,25-Jun-1945,Douglas Dakota IV (DC-3),KJ901,RAF,,unknown,A1
USA,18-Feb-1999,Mitusbishi Mu-300 Diamond IA,N110DS,Delta Star,0,Columbus Air...,A2
Mexico,15-Nov-2006,CASA C-212 Aviocar 400,AMP-114,Mexican Navy,0,near Progreso,A2
USA,06-Jan-2011,Cessna 208B Grand Caravan,N715HE,Hageland Aviation Services,0,Kipnuk Airpo...,A2
Costa Rica,10-Apr-1948,Douglas C-47 (DC-3),TI-108 ?,Costa Rican Government,9,near Altamira,A1
USA,07-Feb-2020,Cessna 208B Super Cargomaster,N988FX,"Mountain Air Cargo, opf FedEx",0,Baltimore/Wa...,A2
Philippines,23-Mar-1946,Douglas C-47B (DC-3),43-16211,USAAF,19,Banahao Moun...,A1
Somalia,02-Dec-2020,Boeing 737-529,EY-560,Air Djibouti,0,Garowe Airpo...,A2
Venezuela,01-Mar-2009,Beech 100 King Air,YV2129,Command Air,6,"near San Miguel, ...",A1
Kenya,28-Nov-2002,Boeing 757-3E7,4X-BAW,Arkia,0,near Mombasa-Moi ...,C2
Papua New Guinea,18-Nov-1987,Douglas C-47B (DC-3),P2-006,PNG Defence Force,0,Lae-Nadzab A...,A1
Turkey,05-Nov-1974,Douglas C-47A (DC-3),ETI-19,Turkish AF,,Ankara-Etime...,A1
USA,15-Nov-1985,Convair VC-131H Samaritan (CV-580),542817,US Navy,3,Dothan Airpo...,A1
Germany,24-Oct-2000,Beech 300 Super King Air,D-CFMC,German Flight Inspection Int.,4,near Blumberg,A1
Bahamas,16-Aug-1956,Douglas C-124A Globemaster II,51-156,USAF,1,near San Salvador...,A1
Canada,01-Nov-1995,Fokker F-28 Fellowship 1000,C-FCRK,Canadian Regional Airlines,0,Calgary Inte...,A2
Russia,10-Aug-1959,Lisunov Li-2,CCCP-54795,"Aeroflot, Yakutsk",9,Khabarovsk r...,A1
USA,22-Mar-1955,Douglas R6D-1 (DC-6),131612,US Navy,66,"near Honolulu, HI",A1
USA,02-Apr-2018,Cessna 525C Citation CJ4,N511AC,Avis Industrial Corporation,0,Marion Munic...,A2
USA,14-Mar-1986,DC-9,,Delta Air Lines,0,Daytona Beac...,H2
USA,23-May-2001,Fokker 100,N1419D,American Airlines,0,Dallas/Fort ...,A1
Russia,26-Sep-1997,Let L-410UVP,RA-67474,Vostok Aviakompania,0,near Khabarovsk,A1
Peru,??-???-1989,CASA C-212 Aviocar 200,N4999U,U.S. DEA,,,U1
Philippines,30-Apr-1945,Douglas C-47A (DC-3),42-23692,USAAF,,Markham Valley,A1
Cyprus,29-Aug-1973,Tupolev Tu-104A,OK-MDE,CSA,0,Nicosia Airp...,A1
Libya,15-Jul-2014,Airbus A330-202,5A-LAS,Libyan Airlines,0,Tripoli Inte...,C1
Brazil,20-Apr-1949,Douglas C-47A (DC-3),PP-ASB,TCA,0,Porto Nacion...,A1
Bolivia,22-Jan-1962,Curtiss C-46D,CP-541,Transaéreos de la Corporación Boliviana de Fomento,6,Caranavi Air...,A1
Russia,25-Jan-1997,Ilyushin Il-76TD,RA-76834,VASO,0,Anadyr Airpo...,A1
Indonesia,04-Aug-1945,Douglas R4D-5 (DC-3),17232,US Navy,5,Biak Island,A1
USA,16-Feb-1963,Curtiss C-46F,N616Z,Zantop,0,"Puyallup, WA",A1
Colombia,28-Oct-1985,Beech 200 Super King Air,HK-2489,Unknown,,Bogotá,U1
Lebanon,28-Dec-1968,Douglas DC-7,OD-AEI,Lebanese International,0,Beirut Inter...,C1
Brazil,16-Nov-1982,Embraer C-95 Bandeirante (EMB-110),2182,Brazilian AF,3,near Rio de Janei...,A1
Brazil,07-Feb-2009,Embraer EMB-110P1 Bandeirante,PT-SEA,Manaus Aerotáxi,24,near Santo Antóni...,A1
USA,28-Apr-1978,Lockheed C-130E Hercules,63-7766,USAF,7,Sparrevohn A...,A1
USA,19-Oct-1996,MD-88,N914DL,Delta Air Lines,0,New York-La ...,A2
United Kingdom,26-Sep-1949,Handley Page Hastings C.1,TG499,RAF,3,Beacon Hill,A1
France,22-Apr-1985,Douglas DC-6B,F-ZBAE,Securité Civile,5,near Perpignan Ai...,A1
Somalia,28-Oct-2015,Dornier 328 ?,,Unknown,,Afgoye District,A2
Ireland,01-Apr-2015,Boeing 737-8AS (WL),EI-DWE,Ryanair,0,Dublin Airpo...,A2
Germany,12-Dec-1986,Tupolev Tu-134A,CCCP-65795,"Aeroflot, Belarus",72,near Berlin-Schön...,A1
Nigeria,22-Oct-2005,Boeing 737-2L9,5N-BFN,Bellview Airlines,117,Lisa Village...,A1
USA,01-Mar-1978,DC-10-10,N68045,Continental Air Lines,2,Los Angeles ...,A1
Turkey,19-Jan-2001,IPTN/CASA CN-235M-100,97,Turkish AF,3,Kayseri,A1
USA,04-Jan-1996,Beech B100 King Air,N924WS,West Star Aviation,0,Miles City M...,A2
Germany,22-Feb-1998,ATR 72-202,D-ANFA,Eurowings,0,Frankfurt In...,A2
Ethiopia,18-Mar-1980,Douglas C-47B (DC-3),ET-AGM,Ethiopian Airlines,0,near Addis Ababa-...,A1
Japan,30-Apr-1963,Douglas DC-3-201E,JA5039,All Nippon,0,Hachijo Jima...,A1
Philippines,25-Mar-1965,Douglas C-47 (DC-3),,USAF,5,near Angeles City...,A1
USA,02-Sep-1997,Learjet 31,N71JC,North American Plastics,0,"Aberdeen, MS",A1
Denmark,26-Sep-1970,Fokker F-27 Friendship 300,TF-FIL,Icelandair,8,Myggenaes Is...,A1
Falkland Islands,,,,,,,
Vietnam,26-May-1994,unknown,,Garuda,0,unknown airport,H2
Dominican Republic,18-Aug-2008,Cessna 501 Citation I/SP,N223LC,Corus Hardware Corporation,1,near Santo Domingo,A1
USA,21-Sep-1933,Curtiss T-32 Condor II,NC12373,Eastern Air Transport,0,"Newark, NJ",A1
Guatemala,11-May-1971,Curtiss C-46A,TG-ACA,Aviateca,5,near Guatemala Ci...,A1
USA,13-Jan-1975,Boeing 727,,Eastern Air Lines,0,"Washington, DC",H2
Guam,04-Jul-1945,Curtiss R5C-1 (C-46),39561,USMC,,near Guam-North F...,A1
USA,16-May-1938,Lockheed 14-H2 Super Electra,NC17394,Northwest Airlines,9,"near Saugus, CA",A1
China,24-May-1945,Curtiss C-46A,42-60966,USAAF,,Kunming Airp...,A1
Ukraine,22-Aug-2006,Tupolev Tu-154M,RA-85185,Pulkovo,170,near Donetsk,A1
Myanmar,26-Apr-1945,Douglas C-47A (DC-3),43-15800,USAAF,0,Muse Airfield,A1
Egypt,23-Feb-1943,Douglas C-53 Skytrooper (DC-3),42-47373,USAAF,5,near Cairo,A1
Argentina,17-Jun-1953,Douglas C-54A (DC-4),LV-ABQ,Aerolineas Argentinas,0,"near Córdoba, CD",A1
Australia,06-Jan-1967,Vickers 823 Viscount,VH-RMG,Ansett-ANA,0,Brisbane-Eag...,A2
Papua New Guinea,20-Nov-1969,BN-2 Islander,VH-ATK,Aerial Tours,,Bolovip Airp...,A1
USA,22-Feb-1960,Douglas C-118A (DC-6),N11817,Alaska Airlines,0,Anchorage-El...,A1
Canada,11-Oct-1984,DHC-6 Twin Otter 100,C-FAUS,Labrador Airways,4,near Goose Bay Ai...,A1
Cuba,06-Nov-1958,Douglas DC-3A,CU-T8,Cubana,0,Mayarí Arriba,H1
USA,28-Jul-2010,C-17A Globemaster III,00-0173,USAF,4,near Anchorage-El...,A1
Congo (former Zaire),08-Feb-1980,Fokker F-27 Friendship 600,9Q-CLP,Air Zaire,3,Kinshasa-N'D...,A1
United Kingdom,26-Nov-1944,Douglas C-47A (DC-3),42-93754,USAAF,5,Leith Hill,A1
Ecuador,07-Apr-2005,Fokker F-28 Fellowship 4000,HC-CDA,ICARO,0,Coca Airport...,A1
Russia,08-Jul-1942,Lisunov PS-84,CCCP-L3437,Aeroflot,0,near ??Yelets,C1
